0.000000000000000000e+00 0.000000000000000000e+00 1.791576217400000059e+00 0.000000000000000000e+00 -1.961203838000000088e+00
7.207845553099999879e-03 8.110696074999999838e-02 1.789565177300000087e+00 -8.880335235500000368e-02 -1.960147418900000105e+00
1.441569110600000002e-02 1.620317922500000007e-01 1.783534184000000078e+00 -1.775091307799999962e-01 -1.956824425800000045e+00
2.162353665899999916e-02 2.425925819900000002e-01 1.773490138499999924e+00 -2.660052623599999944e-01 -1.950793938099999902e+00
2.883138221200000004e-02 3.226078581799999845e-01 1.759445602700000055e+00 -3.541538208000000187e-01 -1.941355151200000018e+00
3.577110704400000146e-02 3.989625364100000127e-01 1.742161560800000064e+00 -4.385331263400000235e-01 -1.928195923499999909e+00
4.271083187599999942e-02 4.744835352799999795e-01 1.721212210300000045e+00 -5.222343457700000524e-01 -1.910086134499999977e+00
4.965055670699999868e-02 5.490117663500000411e-01 1.696632209999999974e+00 -6.050198052599999876e-01 -1.886026289399999945e+00
5.659028153899999664e-02 6.223898990099999695e-01 1.668467527300000031e+00 -6.866084685700000190e-01 -1.855026944500000052e+00
6.437067485700000147e-02 7.030976989699999624e-01 1.632702212499999916e+00 -7.762569029900000528e-01 -1.810897494800000063e+00
7.215106817600000499e-02 7.819508297599999658e-01 1.592611315399999894e+00 -8.634841328500000301e-01 -1.755849867400000042e+00
7.993146149400000289e-02 8.587409897800000191e-01 1.548326631099999906e+00 -9.477383776100000157e-01 -1.689188094699999976e+00
8.771185481300000641e-02 9.332669935499999792e-01 1.500007496899999904e+00 -1.028444616000000034e+00 -1.610657324499999987e+00
9.448844894600000321e-02 9.961824881799999920e-01 1.454780611399999923e+00 -1.095396714200000066e+00 -1.532763248500000008e+00
1.012650430800000056e-01 1.057112603900000058e+00 1.406776232599999954e+00 -1.158852054900000095e+00 -1.446538016299999896e+00
1.080416372099999994e-01 1.115942376100000022e+00 1.356150530200000093e+00 -1.218472396699999960e+00 -1.352783892299999957e+00
1.148182313499999940e-01 1.172563778200000018e+00 1.303073216500000076e+00 -1.273959872899999901e+00 -1.252595086299999938e+00
1.219607034700000009e-01 1.229741094600000029e+00 1.244676556399999967e+00 -1.327698947300000043e+00 -1.141529568199999956e+00
1.291031756000000086e-01 1.284245284200000059e+00 1.183981651699999915e+00 -1.376361082899999921e+00 -1.026675826900000033e+00
1.362456477200000016e-01 1.335978379699999996e+00 1.121219336900000085e+00 -1.419821787999999918e+00 -9.100728630900000171e-01
1.433881198499999954e-01 1.384852851200000012e+00 1.056623923899999928e+00 -1.458050579300000038e+00 -7.938712425099999637e-01
1.501379443499999966e-01 1.428343682700000006e+00 9.941058740299999474e-01 -1.489428425300000081e+00 -6.863930021899999900e-01
1.568877688499999978e-01 1.469156250099999950e+00 9.303527431200000475e-01 -1.516328841600000032e+00 -5.830013922600000287e-01
1.636375933399999982e-01 1.507242129300000011e+00 8.655501274900000430e-01 -1.538960592900000091e+00 -4.853503878300000074e-01
1.703874178399999995e-01 1.542560550299999944e+00 7.998733660600000350e-01 -1.557598638300000005e+00 -3.949076198400000015e-01
1.778343293100000111e-01 1.578275466800000082e+00 7.265943184099999952e-01 -1.573928884200000100e+00 -3.049561643500000030e-01
1.852812407799999950e-01 1.610545289200000063e+00 6.526455812800000533e-01 -1.586316377399999977e+00 -2.265119766600000029e-01
1.927281522500000066e-01 1.639342754000000069e+00 5.781986502499999458e-01 -1.595318487099999905e+00 -1.603358832000000012e-01
2.001750637199999905e-01 1.664647999000000045e+00 5.033983887699999826e-01 -1.601516204199999960e+00 -1.066767413699999945e-01
2.068802622400000013e-01 1.684433666199999902e+00 4.358437667200000254e-01 -1.605179488499999918e+00 -6.885774381499999708e-02
2.135854607600000121e-01 1.701370470399999890e+00 3.681654848600000030e-01 -1.607450014999999954e+00 -4.041851763700000238e-02
2.202906592799999952e-01 1.715454298600000094e+00 3.004141831500000137e-01 -1.608705265400000028e+00 -2.049227074400000043e-02
2.269958578000000060e-01 1.726682855099999969e+00 2.326254937699999970e-01 -1.609280208199999951e+00 -7.927591270700000067e-03
2.342494064900000061e-01 1.735613425699999990e+00 1.592766919099999900e-01 -1.609460753700000080e+00 -1.002096830100000086e-03
2.415029551800000063e-01 1.741201006100000059e+00 8.592478884300000508e-02 -1.609446700399999930e+00 9.801424115400000307e-04
2.487565038600000056e-01 1.743445573200000043e+00 1.257444077700000003e-02 -1.609413068500000099e+00 2.351996826799999962e-04
2.560100525499999780e-01 1.742347188100000110e+00 -6.077531647599999920e-02 -1.609431479499999984e+00 -9.155168158099999658e-04
2.627562913000000000e-01 1.738325188199999927e+00 -1.289964602700000018e-01 -1.609466425599999972e+00 -2.943598902500000258e-04
2.695025300500000220e-01 1.731411411799999911e+00 -1.972177180599999913e-01 -1.609406818400000105e+00 3.832518068299999806e-03
2.762487687999999886e-01 1.721606000500000011e+00 -2.654312965999999774e-01 -1.609067512099999986e+00 1.317281447900000083e-02
2.829950075500000106e-01 1.708909623300000069e+00 -3.336200991000000116e-01 -1.608194681000000070e+00 2.925937521599999980e-02
2.906686908300000205e-01 1.690955471999999959e+00 -4.111156188000000267e-01 -1.606150901099999917e+00 5.741236936599999896e-02
2.983423741099999749e-01 1.669267764900000062e+00 -4.884754471400000186e-01 -1.602466699400000083e+00 9.747340840399999762e-02
3.060160573899999847e-01 1.643855229099999926e+00 -5.656061311200000219e-01 -1.596543277899999946e+00 1.504109415999999866e-01
3.136897406699999946e-01 1.614731812800000110e+00 -6.423845506299999952e-01 -1.587748821099999930e+00 2.166261089700000086e-01
3.203495411899999756e-01 1.586464178800000013e+00 -7.086147285599999623e-01 -1.577293329099999974e+00 2.847279609800000277e-01
3.270093417000000113e-01 1.555435150399999911e+00 -7.743449330799999641e-01 -1.563788921300000023e+00 3.622230640399999868e-01
