0.000000000000000000e+00 -2.531197814900000160e-07 2.521098259899999850e-07 5.085991754900000498e-07 5.494278176100000011e-08
5.242097004799999710e-02 2.426619378699999966e-07 -4.697065093199999857e-08 -3.436620628200000069e-07 -1.942072213699999998e-07
1.048419401000000029e-01 -3.535346588800000245e-07 -3.311531772999999927e-07 2.053403449999999919e-07 5.733790839799999927e-07
1.572629101399999896e-01 1.161396582900000034e-07 5.870923156100000198e-07 2.860691506099999954e-07 -5.360168478300000169e-07
2.096838801900000049e-01 9.651711792299999862e-07 -6.557013919799999594e-07 -1.713450526300000100e-06 -4.316413047299999779e-07
2.412596193900000130e-01 -1.950362783799999947e-06 -1.391698754500000036e-06 1.454470468199999967e-06 2.846871272499999932e-06
2.728353586000000219e-01 -8.474606714400000443e-07 2.859636874400000131e-06 3.192562773799999850e-06 -1.281056095299999992e-06
3.044110977999999745e-01 4.573937883300000267e-06 2.762657988599999915e-06 -3.781370253200000046e-06 -6.312169006799999652e-06
3.359868369999999826e-01 2.044874177100000211e-06 -8.309978134599999748e-06 -8.745512492600000399e-06 4.115855650700000423e-06
3.553227247599999861e-01 -9.385653280299999289e-06 -1.277541877799999983e-05 2.506762447499999860e-06 1.811782635400000093e-05
3.746586125199999895e-01 -1.720836858199999917e-05 -1.144532287200000073e-06 2.106288738700000133e-05 1.702518745499999913e-05
3.939945002699999921e-01 -6.590849201099999578e-06 2.326560976800000035e-05 2.558724490099999972e-05 -1.070853784099999957e-05
4.133303880299999955e-01 2.455016363800000131e-05 3.733070783500000130e-05 -3.664125532699999959e-06 -5.023582557600000150e-05
4.282323929699999865e-01 4.792774139899999678e-05 1.905297767100000122e-05 -4.693674739099999954e-05 -5.894924348900000018e-05
4.431343979099999775e-01 4.516509470699999932e-05 -2.963594356899999942e-05 -7.940649626999999374e-05 -2.096001958000000121e-05
4.580364028400000231e-01 1.008158006699999955e-06 -8.698319034000000444e-05 -6.557465424999999392e-05 6.227503812100000484e-05
4.729384077800000141e-01 -7.590497469800000204e-05 -1.104466442000000043e-04 1.500496931499999924e-05 1.517056416799999867e-04
4.854789452800000182e-01 -1.358954094199999905e-04 -6.858043142299999665e-05 1.223259986200000114e-04 1.777269143800000060e-04
4.980194827900000232e-01 -1.475372761499999961e-04 3.993663752700000091e-05 2.173551038699999985e-04 1.098064243500000025e-04
