0.000000000000000000e+00 1.899778477000000016e-07 2.724756059799999748e-07 -4.047781426400000017e-08 -3.768203481800000074e-07
5.188966893000000052e-02 -6.384712383300000558e-08 -2.048352296600000036e-07 -7.011109002900000649e-08 2.089653946899999924e-07
1.037793378600000010e-01 -1.551557346099999928e-07 1.719267344500000071e-07 3.246112288000000142e-07 2.103850590099999881e-08
1.556690067900000085e-01 3.473163708599999928e-07 9.978880575899999425e-08 -3.684298411799999838e-07 -3.993604309900000075e-07
2.075586757200000021e-01 -5.205483003799999574e-07 -9.695057430100000381e-07 -5.384613991200000293e-08 1.194527483900000053e-06
2.387094066200000086e-01 -6.639667987799999914e-07 1.039543853800000070e-06 1.613678276999999978e-06 -1.307915114999999989e-07
2.698601375299999883e-01 1.836709037400000074e-06 1.712980174000000026e-06 -1.072306286000000025e-06 -2.973445140300000051e-06
3.010108684400000234e-01 1.350221502000000078e-06 -2.528220296600000161e-06 -3.587695818499999997e-06 5.670618224799999544e-07
3.321615993400000022e-01 -5.165432987500000201e-06 -4.771746154199999634e-06 3.049472649099999839e-06 8.329078842099999568e-06
3.531350905100000270e-01 -6.858329452900000195e-06 3.449843561500000088e-06 1.128153514899999982e-05 3.946253195399999834e-06
3.741085816699999955e-01 2.830387591999999922e-06 1.415597382999999980e-05 6.859472170099999634e-06 -1.295269782300000077e-05
3.950820728300000195e-01 1.751159652300000123e-05 1.087899584000000052e-05 -1.425399394699999956e-05 -2.438602342899999845e-05
4.160555639999999888e-01 1.751191723599999857e-05 -1.531339845399999947e-05 -3.361375611200000167e-05 -5.348385327799999894e-06
4.316458187400000202e-01 -4.602313678900000277e-06 -4.002404514899999849e-05 -2.372318419600000168e-05 3.342230768100000124e-05
4.472360734799999959e-01 -3.913578084899999921e-05 -4.391187882600000310e-05 1.736952175299999907e-05 6.874459341000000291e-05
4.628263282100000264e-01 -6.188198557200000121e-05 -8.509915946499999813e-06 7.249519507499999332e-05 6.441713535199999723e-05
4.784165829500000022e-01 -4.306260719100000290e-05 6.204697903199999666e-05 1.006853987000000058e-04 -4.576403532800000204e-06
4.906661179099999770e-01 1.282224199900000023e-05 1.176644062199999971e-04 7.064361824400000210e-05 -9.759025166100000130e-05
5.029156528599999509e-01 9.302510680799999654e-05 1.362743955799999938e-04 -1.771162719800000143e-05 -1.865887951999999875e-04
5.151651878199999812e-01 1.649170387199999914e-04 8.707621762500000230e-05 -1.456042607799999948e-04 -2.184802855299999890e-04
